! ------------ AirfoilInfo v1.01.x Input File 34 --------------------------------
!Generated by airfoilprep.py
! line
! line
! ------------------------------------------------------------------------------
"DEFAULT" 	InterpOrd         ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1.000000  	NonDimArea        ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
0         	NumCoords         ! The number of coordinates in the airfoil shape file.  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
"unused"  	BL_file           ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
1         	NumTabs           ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1
! ------------------------------------------------------------------------------
4.500000  	Re                ! Reynolds number in millions
1         	Ctrl              ! Control setting (must be 0 for current AirfoilInfo)
True      	InclUAdata        ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
-3.336885 	alpha0            ! 0-lift angle of attack, depends on airfoil.
9.143319  	alpha1            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-6.766693 	alpha2            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1.000000  	eta_e             ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
7.544139  	C_nalpha          ! Slope of the 2D normal force coefficient curve. (1/rad)
"DEFAULT" 	T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
"DEFAULT" 	T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
"DEFAULT" 	T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
"DEFAULT" 	T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
"DEFAULT" 	b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
"DEFAULT" 	b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
"DEFAULT" 	b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
"DEFAULT" 	A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
"DEFAULT" 	A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
"DEFAULT" 	A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0.000000  	S1          ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000  	S2          ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000  	S3          ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000  	S4          ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
1.643269  	Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-0.451603 	Cn2         ! As Cn1 for negative AOAs. 
"DEFAULT" 	St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
0.011731  	Cd0         ! 2D drag coefficient value at 0-lift.
-0.097407 	Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0.000000  	k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
0.000000  	k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000  	k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000  	k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000  	k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
"DEFAULT" 	x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
"DEFAULT" 	UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
"DEFAULT" 	filtCutOff  ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
180       	NumAlf      ! Number of data lines in the following table
!    Alpha	     Cl		     Cd              Cm
!    (deg)           (-)             (-)             (-)
-180.000000	  0.000000	  0.010000	  0.000000
-175.000000	  0.191364	  0.010000	  0.200000
-170.000000	  0.381982	  0.011728	  0.400000
-165.000000	  0.573346	  0.076599	  0.350000
-160.000000	  0.764710	  0.164668	  0.489017
-155.000000	  0.956074	  0.273282	  0.538843
-150.000000	  0.949492	  0.399174	  0.517442
-145.000000	  0.903855	  0.538556	  0.499754
-140.000000	  0.860691	  0.687236	  0.495504
-135.000000	  0.813509	  0.840748	  0.499678
-130.000000	  0.757818	  0.994483	  0.509238
-125.000000	  0.692364	  1.143828	  0.520632
-120.000000	  0.615400	  1.284318	  0.531930
-115.000000	  0.528182	  1.411746	  0.542029
-110.000000	  0.431709	  1.522311	  0.549891
-105.000000	  0.328473	  1.612736	  0.553790
-100.000000	  0.198644	  1.680349	  0.535655
-95.000000	  0.059087	  1.723175	  0.532634
-90.000000	 -0.064142	  1.740000	  0.523788
-85.000000	 -0.187964	  1.723175	  0.507133
-80.000000	 -0.307371	  1.680349	  0.485586
-75.000000	 -0.422524	  1.612736	  0.460086
-70.000000	 -0.530702	  1.522311	  0.431593
-65.000000	 -0.629829	  1.411746	  0.401077
-60.000000	 -0.717084	  1.284318	  0.368759
-55.000000	 -0.791135	  1.143828	  0.336336
-50.000000	 -0.848415	  0.994483	  0.303229
-45.000000	 -0.887516	  0.840748	  0.271040
-40.000000	 -0.904873	  0.687236	  0.240533
-35.000000	 -0.901527	  0.538556	  0.210076
-30.000000	 -0.923018	  0.399174	  0.179982
-28.000000	 -0.932458	  0.350975	  0.166474
-26.000000	 -0.917717	  0.302777	  0.152966
-25.000000	 -0.907700	  0.279064	  0.143108
-24.000000	 -0.858423	  0.260157	  0.119118
-22.000000	 -0.760020	  0.223115	  0.064930
-20.190000	 -0.671243	  0.190088	  0.017282
-20.000000	 -0.666521	  0.188246	  0.015844
-18.000000	 -0.632337	  0.173877	  0.014787
-17.180000	 -0.633871	  0.168817	  0.015588
-16.000000	 -0.625558	  0.159411	  0.014696
-14.170000	 -0.633395	  0.145368	  0.014481
-14.000000	 -0.633394	  0.144085	  0.014188
-13.500000	 -0.623398	  0.138430	  0.011401
-13.000000	 -0.613149	  0.132776	  0.008614
-12.500000	 -0.603153	  0.127122	  0.005827
-12.160000	 -0.593587	  0.123299	  0.003754
-12.000000	 -0.588195	  0.121420	  0.002660
-11.500000	 -0.566000	  0.115593	 -0.001104
-11.000000	 -0.543806	  0.109765	 -0.004868
-10.500000	 -0.521611	  0.103937	 -0.008632
-10.150000	 -0.504649	  0.100052	 -0.011311
-10.000000	 -0.509093	  0.094779	 -0.014036
 -9.500000	 -0.521107	  0.077588	 -0.023205
 -9.000000	 -0.533121	  0.060397	 -0.032375
 -8.500000	 -0.545135	  0.043205	 -0.041545
 -8.260000	 -0.549924	  0.035218	 -0.045787
 -8.000000	 -0.525542	  0.032946	 -0.048699
 -7.500000	 -0.475599	  0.029448	 -0.053773
 -7.000000	 -0.425656	  0.025950	 -0.058847
 -6.500000	 -0.375712	  0.022452	 -0.063921
 -6.240000	 -0.349742	  0.020689	 -0.066509
 -6.000000	 -0.322323	  0.019503	 -0.069594
 -5.500000	 -0.265200	  0.017302	 -0.075780
 -5.000000	 -0.208331	  0.015102	 -0.081965
 -4.500000	 -0.151208	  0.012902	 -0.088151
 -4.210000	 -0.117929	  0.011627	 -0.091738
 -4.000000	 -0.089666	  0.011648	 -0.093102
 -3.500000	 -0.022119	  0.011711	 -0.096348
 -3.000000	  0.045683	  0.011773	 -0.099594
 -2.500000	  0.113484	  0.011836	 -0.102839
 -2.180000	  0.156715	  0.011876	 -0.104911
 -2.000000	  0.180811	  0.011888	 -0.105809
 -1.500000	  0.247236	  0.011913	 -0.108236
 -1.000000	  0.313661	  0.011939	 -0.110664
 -0.500000	  0.379832	  0.011965	 -0.113091
 -0.140000	  0.427658	  0.011984	 -0.114839
  0.000000	  0.446257	  0.012000	 -0.115468
  0.500000	  0.512173	  0.012085	 -0.117688
  1.000000	  0.578089	  0.012170	 -0.119909
  1.500000	  0.644260	  0.012255	 -0.122130
  1.900000	  0.696993	  0.012323	 -0.123906
  2.000000	  0.709968	  0.012339	 -0.124279
  2.500000	  0.774590	  0.012424	 -0.125929
  3.000000	  0.839466	  0.012509	 -0.127557
  3.500000	  0.904088	  0.012595	 -0.129185
  3.930000	  0.959663	  0.012668	 -0.130585
  4.000000	  0.968600	  0.012688	 -0.130760
  4.500000	  1.032180	  0.012845	 -0.131947
  5.000000	  1.095760	  0.013005	 -0.133115
  5.500000	  1.159340	  0.013166	 -0.134284
  5.970000	  1.219105	  0.013317	 -0.135383
  6.000000	  1.222876	  0.013328	 -0.135442
  6.500000	  1.285470	  0.013512	 -0.136430
  7.000000	  1.348319	  0.013696	 -0.137418
  7.500000	  1.410659	  0.013882	 -0.138302
  8.000000	  1.472490	  0.014069	 -0.139128
  8.010000	  1.473722	  0.014072	 -0.139143
  8.500000	  1.533529	  0.014373	 -0.139544
  9.000000	  1.594303	  0.014685	 -0.139919
  9.500000	  1.654567	  0.015000	 -0.140211
 10.000000	  1.714068	  0.015319	 -0.140433
 10.050000	  1.719993	  0.015370	 -0.140454
 10.500000	  1.770190	  0.015826	 -0.140317
 11.000000	  1.825711	  0.016537	 -0.140156
